Benh,TrieuChung_1,TrieuChung_2,TrieuChung_3,TrieuChung_4,TrieuChung_5,TrieuChung_6,TrieuChung_7,TrieuChung_8
U lành tính amidan,nghẹt mũi,khàn tiếng,đau tai,ho,,,,
Viêm bàng quang cấp,tiểu buốt,tiểu rắt,tiểu nhiều lần,tiểu ra máu,,,,
Viêm tiểu phế quản,ho có đờm,ho,khó thở,,,,,
Ung thư tai ngoài,sụt cân,đau họng,khàn tiếng,đau tai,nghẹt mũi,ho,mệt mỏi,
U lành tính dây thanh,đau tai,ho,khàn tiếng,,,,,
Viêm phổi mạn,khó thở,thở khò khè,kéo dài,khó tập trung,,,,
Viêm xoang mạn,khàn tiếng,ho,đau tai,sốt,kéo dài,,,
Hẹp động mạch chủ,đau ngực,mệt mỏi,khó thở,,,,,
Viêm ruột non cấp,táo bón,đau bụng,đau dữ dội,,,,,
Viêm phổi cấp,ho có đờm,thở khò khè,ho,,,,,
Viêm mào tinh hoàn,rối loạn kinh nguyệt,đau bụng dưới,,,,,,
Viêm dây thần kinh,tê tay chân,đau đầu,chóng mặt,sốt,,,,
Viêm tụy,chán ăn,đau hạ sườn phải,sốt,,,,,
Viêm móng mạn,kéo dài,da đỏ,sốt,phát ban,mụn nước,,,
Viêm khớp vai mạn,cứng khớp,sốt,kéo dài,đau khớp,đau xương,hạn chế vận động,,
Ung thư trực tràng,mệt mỏi,đầy hơi,sụt cân,táo bón,tiêu chảy,đi ngoài ra máu,,
Ung thư buồng trứng,mệt mỏi,rối loạn kinh nguyệt,sụt cân,ra khí hư,đau bụng dưới,,,
Tăng huyết áp,chóng mặt,mờ mắt,đau đầu,,,,,
Viêm lách,vàng da,chán ăn,sốt,đau hạ sườn phải,buồn nôn,,,
Viêm mào tinh hoàn cấp,rối loạn kinh nguyệt,sốt,ra khí hư,đau bụng dưới,,,,
Nhiễm trùng đại tràng,đi ngoài ra máu,đau bụng,ớn lạnh,,,,,
Ung thư tai ngoài,nghẹt mũi,sụt cân,đau họng,khàn tiếng,,,,
U lành tính đường mật,vàng da,buồn nôn,đau hạ sườn phải,mệt mỏi,,,,
Viêm sụn khớp mạn,sưng khớp,kéo dài,khát nước nhiều,sốt,đau khớp,hạn chế vận động,mệt mỏi,
Viêm trực tràng mạn,đầy hơi,sốt,tiêu chảy,đau bụng,táo bón,kéo dài,đi ngoài ra máu,
Nhiễm trùng tuyến tiền liệt,rối loạn kinh nguyệt,đau bụng dưới,ớn lạnh,ra khí hư,,,,
Viêm niệu quản cấp,đau dữ dội,tiểu rắt,đau tai,tiểu buốt,tiểu nhiều lần,,,
Ung thư nang lông,sụt cân,da đỏ,mụn nước,chán ăn,mệt mỏi,,,
Viêm màng não mạn,đau đầu,co giật,yếu liệt tay chân,,,,,
U lành tính cổ tử cung,đau bụng dưới,đau khi quan hệ,rối loạn kinh nguyệt,,,,,
Viêm niệu quản,đau lưng,tiểu nhiều lần,tiểu rắt,,,,,
Viêm bàng quang mạn,kéo dài,tiểu rắt,mệt mỏi,tiểu nhiều lần,tiểu buốt,đau lưng,,
Áp xe thanh quản,ho,ho có đờm,khó thở,sốt,đau,,,
Áp xe phế quản,khó thở,ho có đờm,sưng,thở khò khè,sốt,ho,đau,
Lao khớp háng,đau xương,cứng khớp,sụt cân,đổ mồ hôi đêm,đau khớp,hạn chế vận động,sưng khớp,
Nhiễm trùng trực tràng,hắt hơi,đầy hơi,sốt,táo bón,,,,
U lành tính da,phát ban,bong tróc da,da đỏ,ngứa,,,,
Ung thư dây thanh,ho,khàn tiếng,sụt cân,đau họng,đau tai,chán ăn,mệt mỏi,
Ung thư ruột thừa,đau bụng,mệt mỏi,sụt cân,tiêu chảy,đầy hơi,táo bón,đi ngoài ra máu,chán ăn
Viêm niệu quản mạn,đau lưng,tiểu rắt,sốt,mệt mỏi,kéo dài,tiểu buốt,,
Viêm khí quản,ho có đờm,thở khò khè,đau ngực,ho,sốt,mắt đỏ,,
Viêm hồi tràng,tiêu chảy,sốt,đi ngoài ra máu,,,,,
Lao cột sống cổ,cứng khớp,hạn chế vận động,đau xương,sưng khớp,sốt nhẹ,đau khớp,sụt cân,đổ mồ hôi đêm
Nhiễm trùng bể thận,ớn lạnh,sốt,đau lưng,tiểu ra máu,tiểu nhiều lần,,,
Loét tá tràng,chán ăn,buồn nôn,ợ chua,,,,,
Nhiễm trùng ruột non,đau bụng,sốt,ớn lạnh,đầy hơi,tiêu chảy,,,
Viêm tinh hoàn,đau khi quan hệ,rối loạn kinh nguyệt,đau bụng dưới,,,,,
Viêm bờ mi mạn,sốt,mệt mỏi,đau mắt,cộm mắt,mờ mắt,,,
Viêm tá tràng cấp,đau dữ dội,buồn nôn,đầy hơi,ợ chua,chán ăn,,,
U lành tính tụy,đau hạ sườn phải,chán ăn,vàng da,buồn nôn,,,,
Ung thư vòm họng,đau họng,chán ăn,khàn tiếng,đau tai,sụt cân,ho,mệt mỏi,
Áp xe tiểu phế quản,khó thở,ho có đờm,thở khò khè,đau,đau ngực,ho,sốt,
Viêm da,bong tróc da,phát ban,da đỏ,sốt,,,,
Polyp dạ dày,đi ngoài ra máu,chán ăn,đầy hơi,đau thượng vị,,,,
Viêm tuyến bã,phát ban,da đỏ,bong tróc da,,,,,
Ung thư ruột thừa,sụt cân,táo bón,đi ngoài ra máu,sưng,mệt mỏi,,,
U lành tính mào tinh hoàn,đau bụng dưới,ra khí hư,đau khi quan hệ,,,,,
Nhiễm trùng hậu môn,ớn lạnh,sốt,đầy hơi,đau bụng,táo bón,,,
Nhiễm trùng tuyến bã,bong tróc da,ngứa,sốt,da đỏ,phát ban,ớn lạnh,,
Viêm hậu môn mạn,đi ngoài ra máu,sốt,táo bón,mệt mỏi,đau bụng,,,
COVID-19,đau nhức cơ,ho khan,sốt,khó thở,mệt mỏi,mất khứu giác,,
Viêm màng phổi cấp,ho,ho có đờm,sốt,,,,,
Viêm amidan mạn,mệt mỏi,nghẹt mũi,ho,đau tai,kéo dài,,,
Nhiễm trùng hậu môn,đau bụng,ớn lạnh,táo bón,đầy hơi,tiêu chảy,,,
Sỏi niệu đạo,đau lưng,tiểu buốt,tiểu ra máu,,,,,
Viêm tuyến tiền liệt mạn,ra khí hư,kéo dài,đau khi quan hệ,,,,,
Sỏi bể thận,tiểu buốt,tiểu rắt,tiểu nhiều lần,,,,,
Ung thư phổi,khó thở,đau ngực,ho,thở khò khè,sụt cân,mệt mỏi,,
U lành tính cổ tử cung,rối loạn kinh nguyệt,đau bụng dưới,,,,,,
Viêm bao hoạt dịch,hạn chế vận động,cứng khớp,đau khớp,sốt,,,,
Ung thư phế quản,ho có đờm,chán ăn,thở khò khè,đau ngực,sụt cân,,,
Viêm trực tràng cấp,sốt,tiêu chảy,đầy hơi,đau dữ dội,đi ngoài ra máu,,,
Thủy đậu,chán ăn,mệt mỏi,ngứa,mụn nước,sốt,phát ban,phân cứng,
Ung thư dạ dày,buồn nôn,đầy hơi,sụt cân,,,,,
U lành tính buồng trứng,ra khí hư,đau khi quan hệ,rối loạn kinh nguyệt,,,,,
Viêm ruột thừa,đau hố chậu phải,buồn nôn,đau bụng,,,,,
Cường giáp,mất ngủ,sụt cân,lồi mắt,run tay,hồi hộp,,,
Polyp dạ dày,đi ngoài ra máu,buồn nôn,đau thượng vị,,,,,
Viêm vòi trứng cấp,ra khí hư,đau bụng dưới,,,,,,
Ung thư dây thanh,mệt mỏi,khàn tiếng,đau họng,ho,nghẹt mũi,sụt cân,đau tai,chảy nước mắt
Nhiễm trùng niệu quản,tiểu rắt,tiểu nhiều lần,tiểu ra máu,đau lưng,ớn lạnh,sốt,,
Sỏi mật,vàng da,đau hạ sườn phải,buồn nôn,,,,,
Viêm cột sống,đau xương,đau khớp,sốt,,,,,
Viêm khớp háng mạn,mệt mỏi,sưng khớp,hạn chế vận động,đau xương,,,,
Viêm trực tràng cấp,đi ngoài ra máu,táo bón,đau bụng,đau dữ dội,tiêu chảy,,,
Ung thư vòi trứng,đau khi quan hệ,sụt cân,đau bụng dưới,ra khí hư,,,,
U lành tính vòi trứng,rối loạn kinh nguyệt,đau bụng dưới,ra khí hư,,,,,
U lành tính giác mạc,chảy nước mắt,cộm mắt,mắt đỏ,đau mắt,,,,
Áp xe tiểu phế quản,đau ngực,đau,sưng,sốt,khó thở,ho,ho có đờm,
Nhiễm trùng niệu quản,ớn lạnh,đau lưng,sốt,tiểu rắt,tiểu ra máu,,,
Sởi,sổ mũi,sốt cao,chảy nước mắt,ho,phát ban,,,
Viêm nang lông mạn,mệt mỏi,bong tróc da,mụn nước,kéo dài,da đỏ,phát ban,,
Viêm tâm vị cấp,đầy hơi,đau dữ dội,đau thượng vị,ợ chua,tiểu nhiều lần,,,
Viêm xoang,đau mặt,đau đầu,nghẹt mũi,,,,,
Ung thư da,phát ban,da đỏ,sụt cân,mụn nước,,,,
U lành tính tai ngoài,đau tai,đau họng,khàn tiếng,nghẹt mũi,,,,
Ung thư buồng trứng,ra khí hư,rối loạn kinh nguyệt,đau bụng dưới,,,,,
Nhiễm trùng manh tràng,táo bón,đau bụng,,,,,,
Viêm hồi tràng mạn,đầy hơi,đau bụng,đi ngoài ra máu,,,,,
Rối loạn lo âu,sưng hạch,chóng mặt,hồi hộp,mất ngủ,lo lắng quá mức,,,
Ung thư hậu môn,đầy hơi,sụt cân,mệt mỏi,chán ăn,đau bụng,,,
Tay chân miệng,sốt,loét miệng,chán ăn,phát ban,mệt mỏi,,,
Viêm vòi trứng,ra khí hư,đau bụng dưới,sốt,,,,,
Phình động mạch chủ,đau ngực,mệt mỏi,khó thở,,,,,
U lành tính tử cung,đau khi quan hệ,đau bụng dưới,rối loạn kinh nguyệt,ra khí hư,,,,
Viêm xoang mạn,ho,nghẹt mũi,sốt,khàn tiếng,,,,
Viêm sụn khớp cấp,đau khớp,đau xương,hạn chế vận động,cứng khớp,đau dữ dội,,,
Áp xe tiểu phế quản,sốt,sưng,đau,ho,khó thở,,,
Gout,đỏ khớp,đau khớp,sưng khớp,nóng khớp,,,,
Viêm thanh quản,đau ngực,ho,thở khò khè,ho có đờm,,,,
Ung thư âm đạo,đau khi quan hệ,sụt cân,đau bụng dưới,mệt mỏi,,,,
Ung thư mào tinh hoàn,rối loạn kinh nguyệt,sụt cân,mệt mỏi,đau khi quan hệ,ra khí hư,chán ăn,,
U lành tính xoang,đau họng,nghẹt mũi,ho,,,,,
Viêm trung thất cấp,thở khò khè,sốt,ho có đờm,đau ngực,,,,
Phình cơ tim,hồi hộp,mệt mỏi,khó thở,,,,,
Tay chân miệng,sốt,loét miệng,phát ban,,,,,
Loét tâm vị,đau thượng vị,đầy hơi,nôn ra máu,buồn nôn,,,,
Viêm bao hoạt dịch cấp,sưng khớp,hạn chế vận động,đau khớp,,,,,
Viêm kết mạc cấp,mắt đỏ,đau dữ dội,chảy nước mắt,sốt,đau mắt,mờ mắt,,
Viêm tâm vị,đầy hơi,ợ chua,đau thượng vị,,,,,
Nhiễm trùng hậu môn,đầy hơi,ớn lạnh,sốt,,,,,
Viêm mào tinh hoàn cấp,đau bụng dưới,đau khi quan hệ,sốt,đau dữ dội,rối loạn kinh nguyệt,,,
U lành tính kết mạc,mờ mắt,chảy nước mắt,mắt đỏ,đau mắt,,,,
Viêm giác mạc cấp,cộm mắt,đau dữ dội,đau mắt,sốt,,,,
Viêm mống mắt mạn,mắt đỏ,mờ mắt,kéo dài,chảy nước mắt,sốt,mệt mỏi,,
Viêm gan,mệt mỏi,chán ăn,vàng da,đau hạ sườn phải,,,,
Viêm cột sống,đau khớp,đau xương,sưng khớp,sốt,,,,
Lao cột sống,đổ mồ hôi đêm,đau khớp,hạn chế vận động,sốt nhẹ,sụt cân,sưng khớp,,
Viêm tuyến tiền liệt cấp,ra khí hư,đau khi quan hệ,đau dữ dội,đau bụng dưới,,,,
Viêm cổ tử cung,đau bụng dưới,sốt,rối loạn kinh nguyệt,,,,,
Viêm màng não cấp,tê tay chân,chóng mặt,yếu liệt tay chân,sốt,,,,
Viêm đường mật cấp,vàng da,chán ăn,mệt mỏi,,,,,
Viêm tử cung,đau bụng dưới,rối loạn kinh nguyệt,đau khi quan hệ,sốt,ra khí hư,,,
Viêm van tim cấp,khó thở,phù chân,mệt mỏi,sốt,,,,
U lành tính âm đạo,rối loạn kinh nguyệt,đau khi quan hệ,đau bụng dưới,,,,,
Ung thư hồi tràng,chán ăn,đi ngoài ra máu,mệt mỏi,đau bụng,sụt cân,táo bón,đầy hơi,
Ung thư ruột non,đi ngoài ra máu,tiêu chảy,táo bón,mệt mỏi,chán ăn,đau bụng,sụt cân,
Viêm buồng trứng mạn,đau khi quan hệ,rối loạn kinh nguyệt,ho,mệt mỏi,sốt,,,
Ung thư lách,chán ăn,loét miệng,mệt mỏi,đau hạ sườn phải,vàng da,sụt cân,,
Viêm dạ dày mạn,buồn nôn,đầy hơi,ợ chua,đau thượng vị,sốt,chán ăn,,
Cường giáp,run tay,hồi hộp,,,,,,
Sỏi thận,đau quặn thận,đau lưng,run tay,tiểu buốt,buồn nôn,,,
Viêm ruột non,đi ngoài ra máu,sốt,đầy hơi,táo bón,tiêu chảy,,,
Ung thư thực quản,sụt cân,đầy hơi,buồn nôn,,,,,
Zona thần kinh,đau rát da,sốt nhẹ,phát ban,mụn nước,,,,
U lành tính tụy,chán ăn,đau hạ sườn phải,mệt mỏi,,,,,
Viêm bàng quang cấp,tiểu ra máu,tiểu nhiều lần,tiểu rắt,,,,,
Viêm âm đạo mạn,sốt,đau khi quan hệ,kéo dài,đau bụng dưới,,,,
Suy giáp,rụng tóc,mệt mỏi,tăng cân,sợ lạnh,táo bón,da khô,,
Viêm hồi tràng,sốt,táo bón,đầy hơi,tiêu chảy,đau bụng,,,
Loét tá tràng,đau,chán ăn,đầy hơi,đau thượng vị,,,,
Viêm tụy mạn,vàng da,sốt,buồn nôn,kéo dài,,,,
Polyp ruột non,đi ngoài ra máu,táo bón,,,,,,
Viêm âm đạo,đau khi quan hệ,rối loạn kinh nguyệt,,,,,,
U lành tính tuyến lệ,mắt đỏ,đau mắt,,,,,,
Viêm khớp háng cấp,sốt,đau xương,sưng khớp,đau khớp,,,,
Viêm họng,đau họng,sưng hạch,khó nuốt,,,,,
Sỏi bể thận,đau quặn thận,tiểu buốt,tiểu nhiều lần,đau lưng,,,,
Viêm tử cung cấp,rối loạn kinh nguyệt,đau dữ dội,đau bụng dưới,đau mặt,đau khi quan hệ,,,
Viêm phổi,ho có đờm,sốt cao,khó thở,mệt mỏi,ớn lạnh,,,
Viêm đại tràng,tiêu chảy,đầy hơi,đi ngoài ra máu,,,,,
Ung thư họng,sụt cân,nghẹt mũi,khàn tiếng,đau họng,,,,
Viêm lách mạn,sốt,vàng da,kéo dài,đau hạ sườn phải,,,,
U lành tính túi mật,vàng da,buồn nôn,,,,,,
Viêm tai ngoài,đau tai,đau họng,nghẹt mũi,sốt,ho,,,
Ung thư khí quản,sụt cân,đau ngực,mệt mỏi,ho,khó thở,chán ăn,thở khò khè,
Viêm màng ngoài tim cấp,mệt mỏi,phù chân,khó thở,sốt,hồi hộp,,,
Viêm cột sống cổ cấp,đau khớp,hạn chế vận động,đau dữ dội,sưng khớp,đau xương,cứng khớp,,
Viêm mào tinh hoàn mạn,ra khí hư,rối loạn kinh nguyệt,,,,,,
Nhiễm trùng âm đạo,đau khi quan hệ,đau bụng dưới,sốt,rối loạn kinh nguyệt,da khô,,,
U lành tính mống mắt,đau mắt,mờ mắt,chảy nước mắt,cộm mắt,,,,
Áp xe trung thất,ho có đờm,đau ngực,đau,sốt,ho,thở khò khè,khó thở,
Quai bị,đau khi nhai,sưng tuyến mang tai,sốt,mệt mỏi,,,,
Viêm vòi trứng cấp,rối loạn kinh nguyệt,đau bụng dưới,ra khí hư,sốt,,,,
Ung thư dây thanh,mệt mỏi,sụt cân,đau tai,đau họng,khàn tiếng,ho,nghẹt mũi,
Viêm móng mạn,mụn nước,phát ban,da đỏ,sốt,,,,
Viêm màng ngoài tim,khó thở,mệt mỏi,phù chân,sốt,đau ngực,,,
Thoái hóa khớp vai,đau xương,sưng khớp,,,,,,
Viêm họng cấp,ho,đau tai,đau họng,đau dữ dội,,,,
Viêm phổi cấp,đau ngực,ho,ho có đờm,thở khò khè,sốt,đau dữ dội,,
Viêm tai ngoài cấp,đau họng,nghẹt mũi,đau tai,ho,,,,
Ung thư đại tràng,sụt cân,đau dữ dội,tiêu chảy,mệt mỏi,táo bón,đi ngoài ra máu,,
Ung thư dây thần kinh,sụt cân,chóng mặt,đau đầu,,,,,
Viêm thực quản,buồn nôn,sốt,ợ chua,đầy hơi,chán ăn,,,
Loét thực quản,chán ăn,ợ chua,đau thượng vị,,,,,
Nhiễm trùng hậu môn,táo bón,đầy hơi,đau bụng,,,,,
Tay chân miệng,đầy hơi,loét miệng,phát ban,sốt,,,,
Ung thư bàng quang,mệt mỏi,sụt cân,tiểu buốt,đau lưng,,,,
Hẹp màng ngoài tim,phù chân,đau ngực,hồi hộp,,,,,
Viêm lách,vàng da,mệt mỏi,đau hạ sườn phải,buồn nôn,,,,
Viêm tinh hoàn cấp,sốt,rối loạn kinh nguyệt,đau bụng dưới,,,,,
Viêm ruột non mạn,ngứa,tiêu chảy,đầy hơi,mệt mỏi,đau bụng,,,
Viêm cột sống cấp,cứng khớp,đau dữ dội,đau khớp,đau xương,sốt,,,
Ung thư niệu quản,tiểu buốt,tiểu ra máu,tiểu rắt,sụt cân,,,,
Viêm khớp háng cấp,đau dữ dội,cứng khớp,đau khớp,sưng khớp,sốt,hạn chế vận động,,
Loét dạ dày,buồn nôn,đau,ợ chua,đau thượng vị,,,,
Viêm bể thận mạn,sốt,đi lại khó,tiểu nhiều lần,tiểu rắt,tiểu ra máu,tiểu buốt,,
Thoái hóa cột sống,cứng khớp,sưng khớp,,,,,,
Viêm khí quản,tiểu nhiều lần,đau ngực,ho,,,,,
U lành tính nang lông,da đỏ,phát ban,ngứa,,,,,
Ung thư ruột thừa,đi ngoài ra máu,sụt cân,tiêu chảy,mệt mỏi,đau bụng,táo bón,,
Hẹp van tim,mệt mỏi,khó thở,phù chân,,,,,
Polyp thực quản,đầy hơi,buồn nôn,,,,,,
Viêm móng cấp,da đỏ,ngứa,bong tróc da,phát ban,,,,
Viêm trung thất mạn,kéo dài,khó thở,mệt mỏi,ho có đờm,ho,,,
Polyp hồi tràng,táo bón,tiêu chảy,đầy hơi,,,,,
Viêm màng phổi mạn,khó thở,ho có đờm,đau ngực,mệt mỏi,ho,,,
Suy giáp,mệt mỏi,sợ lạnh,tăng cân,,,,,
Ung thư tiểu phế quản,sụt cân,ho,chán ăn,rụng tóc,mệt mỏi,ho có đờm,,
U lành tính bờ mi,chảy nước mắt,cộm mắt,,,,,,
U lành tính cổ tử cung,rối loạn kinh nguyệt,ra khí hư,,,,,,
Viêm trung thất,sốt,ho,khó thở,thở khò khè,,,,
Táo bón,phân cứng,đi ngoài khó,,,,,,
Viêm trực tràng,sốt,tiêu chảy,táo bón,,,,,
Viêm tai giữa mạn,mệt mỏi,nghẹt mũi,khàn tiếng,ho,kéo dài,đau tai,sốt,đau họng
Nhiễm trùng cổ tử cung,ớn lạnh,rối loạn kinh nguyệt,sốt,đau khi quan hệ,,,,
Ung thư niệu đạo,chán ăn,tiểu nhiều lần,sụt cân,đau lưng,tiểu buốt,,,
Viêm hậu môn mạn,mệt mỏi,đầy hơi,đi ngoài ra máu,đau bụng,kéo dài,,,
Viêm màng ngoài tim mạn,hồi hộp,,,,,,,
Viêm van tim cấp,phù chân,mệt mỏi,,,,,,
Viêm van tim mạn,kéo dài,khó thở,mệt mỏi,phù chân,,,,
Tay chân miệng,phát ban,mệt mỏi,sốt,loét miệng,chán ăn,,,
Viêm tụy,da đỏ,sốt,chán ăn,,,,,
Viêm âm đạo cấp,rối loạn kinh nguyệt,sốt,đau dữ dội,ra khí hư,đau bụng dưới,,,
Viêm tuyến bã mạn,da đỏ,phát ban,ngứa,mụn nước,kéo dài,sốt,mệt mỏi,
Ung thư màng phổi,mệt mỏi,khó thở,ho có đờm,chán ăn,thở khò khè,sụt cân,đau ngực,
Viêm tai ngoài mạn,kéo dài,nghẹt mũi,ho,khàn tiếng,,,,
Hen suyễn,đau ngực,thở khò khè,khó thở,,,,,
Viêm bể thận,tiểu nhiều lần,sốt,đau lưng,tiểu ra máu,tiểu rắt,nhạy cảm ánh sáng,,
Tiểu đường,sụt cân,khát nước nhiều,tiểu nhiều,,,,,
Thoái hóa cột sống,sưng khớp,đau xương,hạn chế vận động,,,,,
Đột quỵ,nói khó,yếu liệt tay chân,mờ mắt,méo miệng,,,,
Ung thư cổ tử cung,đau bụng dưới,sụt cân,đau khi quan hệ,ra khí hư,rối loạn kinh nguyệt,chán ăn,,
Viêm sụn khớp cấp,cứng khớp,hạn chế vận động,sưng khớp,đau xương,,,,
Lao phổi,ho kéo dài,mệt mỏi,ho ra máu,sụt cân,sốt nhẹ,,,
Viêm cột sống cổ cấp,hạn chế vận động,sốt,đau xương,sưng khớp,,,,
Viêm đường mật,sốt,buồn nôn,chán ăn,mệt mỏi,,,,
Hẹp van tim,phù chân,mệt mỏi,đau ngực,hồi hộp,,,,
Ung thư vòm họng,sụt cân,ho,khàn tiếng,nghẹt mũi,đau tai,mệt mỏi,,
Viêm mào tinh hoàn,đau bụng dưới,rối loạn kinh nguyệt,đau khi quan hệ,sốt,,,,
Viêm khớp háng mạn,hạn chế vận động,kéo dài,đau khớp,mệt mỏi,đau xương,,,
Loét dạ dày,ợ chua,đau,đau thượng vị,chán ăn,buồn nôn,,,
Viêm màng ngoài tim,khó thở,phù chân,đau ngực,,,,,
Viêm dạ dày mạn,chán ăn,buồn nôn,đầy hơi,mệt mỏi,,,,
Viêm cột sống mạn,hạn chế vận động,đau xương,cứng khớp,,,,,
Thoái hóa khớp gối,cứng khớp,hạn chế vận động,,,,,,
Viêm niệu quản cấp,tiểu nhiều lần,sốt,tiểu ra máu,tiểu buốt,,,,
Viêm dây thần kinh,sốt,tê tay chân,co giật,đau đầu,,,,
Áp xe thanh quản,thở khò khè,đau,ho,ho có đờm,,,,
Áp xe khí quản,sốt,ho có đờm,khó thở,đau,thở khò khè,,,
Áp xe thanh quản,ho,sốt,khó thở,đau ngực,cộm mắt,,,
Viêm khớp gối,sốt,cứng khớp,,,,,,
Viêm trung thất,ho,khó thở,thở khò khè,sốt,,,,
Viêm đường mật cấp,chán ăn,vàng da,buồn nôn,đau hạ sườn phải,sốt,,,
Viêm dây thanh mạn,mệt mỏi,đau họng,đau tai,khàn tiếng,đau thượng vị,,,
